Week,Day Type,Borough,Route,Direction,Hour,Load Percentage,Trips with APC
04/03/2023,Weekday,Bronx,BXM1,NB,0,7,4
04/03/2023,Weekday,Bronx,BXM1,NB,6,7,1
04/03/2023,Weekday,Bronx,BXM1,NB,7,24,4
04/03/2023,Weekday,Bronx,BXM1,NB,8,16,5
04/03/2023,Weekday,Bronx,BXM1,NB,10,14,5
04/03/2023,Weekday,Bronx,BXM1,NB,11,18,7
04/03/2023,Weekday,Bronx,BXM1,NB,12,16,3
04/03/2023,Weekday,Bronx,BXM1,NB,13,25,5
04/03/2023,Weekday,Bronx,BXM1,NB,14,24,7
04/03/2023,Weekday,Bronx,BXM1,NB,15,29,9
04/03/2023,Weekday,Bronx,BXM1,NB,16,23,9
04/03/2023,Weekday,Bronx,BXM1,NB,17,34,19
04/03/2023,Weekday,Bronx,BXM1,NB,18,21,4
04/03/2023,Weekday,Bronx,BXM1,NB,19,24,7
04/03/2023,Weekday,Bronx,BXM1,NB,20,24,5
04/03/2023,Weekday,Bronx,BXM1,NB,21,27,5
04/03/2023,Weekday,Bronx,BXM1,NB,22,27,6
04/03/2023,Weekday,Bronx,BXM1,SB,5,45,1
04/03/2023,Weekday,Bronx,BXM1,SB,6,32,15
04/03/2023,Weekday,Bronx,BXM1,SB,7,36,8
04/03/2023,Weekday,Bronx,BXM1,SB,8,22,4
04/03/2023,Weekday,Bronx,BXM1,SB,9,33,8
04/03/2023,Weekday,Bronx,BXM1,SB,10,16,7
04/03/2023,Weekday,Bronx,BXM1,SB,11,19,4
04/03/2023,Weekday,Bronx,BXM1,SB,12,28,8
04/03/2023,Weekday,Bronx,BXM1,SB,13,18,5
04/03/2023,Weekday,Bronx,BXM1,SB,14,15,4
04/03/2023,Weekday,Bronx,BXM1,SB,15,10,9
04/03/2023,Weekday,Bronx,BXM1,SB,16,12,3
04/03/2023,Weekday,Bronx,BXM1,SB,17,11,5
04/03/2023,Weekday,Bronx,BXM1,SB,18,9,3
04/03/2023,Weekday,Bronx,BXM1,SB,19,4,3
04/03/2023,Weekday,Bronx,BXM1,SB,21,6,5
04/03/2023,Weekday,Bronx,BXM1,SB,23,6,5
04/03/2023,Weekday,Bronx,BXM10,NB,0,67,2
04/03/2023,Weekday,Bronx,BXM10,NB,7,43,6
04/03/2023,Weekday,Bronx,BXM10,NB,8,10,4
04/03/2023,Weekday,Bronx,BXM10,NB,9,11,2
04/03/2023,Weekday,Bronx,BXM10,NB,10,4,1
04/03/2023,Weekday,Bronx,BXM10,NB,11,7,1
04/03/2023,Weekday,Bronx,BXM10,NB,12,15,6
04/03/2023,Weekday,Bronx,BXM10,NB,13,21,8
04/03/2023,Weekday,Bronx,BXM10,NB,14,25,4
04/03/2023,Weekday,Bronx,BXM10,NB,15,42,5
04/03/2023,Weekday,Bronx,BXM10,NB,16,32,23
04/03/2023,Weekday,Bronx,BXM10,NB,17,37,14
04/03/2023,Weekday,Bronx,BXM10,NB,18,31,5
04/03/2023,Weekday,Bronx,BXM10,NB,19,35,7
04/03/2023,Weekday,Bronx,BXM10,NB,20,25,6
04/03/2023,Weekday,Bronx,BXM10,NB,21,37,2
04/03/2023,Weekday,Bronx,BXM10,NB,22,71,2
04/03/2023,Weekday,Bronx,BXM10,NB,23,44,1
04/03/2023,Weekday,Bronx,BXM10,SB,5,46,6
04/03/2023,Weekday,Bronx,BXM10,SB,6,52,12
04/03/2023,Weekday,Bronx,BXM10,SB,7,31,7
04/03/2023,Weekday,Bronx,BXM10,SB,8,26,6
04/03/2023,Weekday,Bronx,BXM10,SB,9,22,1
04/03/2023,Weekday,Bronx,BXM10,SB,10,31,1
04/03/2023,Weekday,Bronx,BXM10,SB,11,21,8
04/03/2023,Weekday,Bronx,BXM10,SB,12,21,3
04/03/2023,Weekday,Bronx,BXM10,SB,13,24,1
04/03/2023,Weekday,Bronx,BXM10,SB,14,22,7
04/03/2023,Weekday,Bronx,BXM10,SB,15,17,2
04/03/2023,Weekday,Bronx,BXM10,SB,16,41,3
04/03/2023,Weekday,Bronx,BXM10,SB,17,23,4
04/03/2023,Weekday,Bronx,BXM10,SB,18,23,5
04/03/2023,Weekday,Bronx,BXM10,SB,19,8,6
04/03/2023,Weekday,Bronx,BXM10,SB,20,11,1
04/03/2023,Weekday,Bronx,BXM10,SB,21,12,3
04/03/2023,Weekday,Bronx,BXM10,SB,22,17,5
04/03/2023,Weekday,Bronx,BXM10,SB,23,6,3
04/03/2023,Weekday,Bronx,BXM11,NB,0,32,4
04/03/2023,Weekday,Bronx,BXM11,NB,6,10,5
04/03/2023,Weekday,Bronx,BXM11,NB,8,8,2
04/03/2023,Weekday,Bronx,BXM11,NB,9,27,4
04/03/2023,Weekday,Bronx,BXM11,NB,10,18,5
04/03/2023,Weekday,Bronx,BXM11,NB,11,16,5
04/03/2023,Weekday,Bronx,BXM11,NB,12,14,4
04/03/2023,Weekday,Bronx,BXM11,NB,13,22,2
04/03/2023,Weekday,Bronx,BXM11,NB,14,24,4
04/03/2023,Weekday,Bronx,BXM11,NB,15,36,10
04/03/2023,Weekday,Bronx,BXM11,NB,16,41,11
04/03/2023,Weekday,Bronx,BXM11,NB,17,29,9
04/03/2023,Weekday,Bronx,BXM11,NB,18,14,2
04/03/2023,Weekday,Bronx,BXM11,NB,19,38,10
04/03/2023,Weekday,Bronx,BXM11,NB,20,31,1
04/03/2023,Weekday,Bronx,BXM11,NB,21,29,5
04/03/2023,Weekday,Bronx,BXM11,NB,22,31,3
04/03/2023,Weekday,Bronx,BXM11,NB,23,39,4
04/03/2023,Weekday,Bronx,BXM11,SB,5,35,9
04/03/2023,Weekday,Bronx,BXM11,SB,6,43,12
04/03/2023,Weekday,Bronx,BXM11,SB,7,23,17
04/03/2023,Weekday,Bronx,BXM11,SB,8,18,14
04/03/2023,Weekday,Bronx,BXM11,SB,9,4,1
04/03/2023,Weekday,Bronx,BXM11,SB,11,20,5
04/03/2023,Weekday,Bronx,BXM11,SB,12,33,1
04/03/2023,Weekday,Bronx,BXM11,SB,13,27,4
04/03/2023,Weekday,Bronx,BXM11,SB,15,15,1
04/03/2023,Weekday,Bronx,BXM11,SB,17,9,6
04/03/2023,Weekday,Bronx,BXM11,SB,18,5,7
04/03/2023,Weekday,Bronx,BXM11,SB,19,2,1
04/03/2023,Weekday,Bronx,BXM11,SB,21,9,3
04/03/2023,Weekday,Bronx,BXM11,SB,23,7,4
04/03/2023,Weekday,Bronx,BXM18,NB,16,9,1
04/03/2023,Weekday,Bronx,BXM18,NB,17,49,1
04/03/2023,Weekday,Bronx,BXM18,NB,18,6,5
04/03/2023,Weekday,Bronx,BXM18,SB,6,25,6
04/03/2023,Weekday,Bronx,BXM18,SB,7,30,8
04/03/2023,Weekday,Bronx,BXM2,NB,0,15,5
04/03/2023,Weekday,Bronx,BXM2,NB,8,4,2
04/03/2023,Weekday,Bronx,BXM2,NB,9,5,8
04/03/2023,Weekday,Bronx,BXM2,NB,11,5,1
04/03/2023,Weekday,Bronx,BXM2,NB,12,12,3
04/03/2023,Weekday,Bronx,BXM2,NB,13,18,4
04/03/2023,Weekday,Bronx,BXM2,NB,14,26,4
04/03/2023,Weekday,Bronx,BXM2,NB,15,32,4
04/03/2023,Weekday,Bronx,BXM2,NB,16,44,6
04/03/2023,Weekday,Bronx,BXM2,NB,17,23,7
04/03/2023,Weekday,Bronx,BXM2,NB,18,23,14
04/03/2023,Weekday,Bronx,BXM2,NB,19,26,6
04/03/2023,Weekday,Bronx,BXM2,NB,20,17,4
04/03/2023,Weekday,Bronx,BXM2,NB,22,17,9
04/03/2023,Weekday,Bronx,BXM2,NB,23,24,5
04/03/2023,Weekday,Bronx,BXM2,SB,6,32,7
04/03/2023,Weekday,Bronx,BXM2,SB,7,21,5
04/03/2023,Weekday,Bronx,BXM2,SB,9,22,2
04/03/2023,Weekday,Bronx,BXM2,SB,10,14,2
04/03/2023,Weekday,Bronx,BXM2,SB,11,19,7
04/03/2023,Weekday,Bronx,BXM2,SB,12,10,4
04/03/2023,Weekday,Bronx,BXM2,SB,13,10,3
04/03/2023,Weekday,Bronx,BXM2,SB,14,8,2
04/03/2023,Weekday,Bronx,BXM2,SB,15,12,3
04/03/2023,Weekday,Bronx,BXM2,SB,16,14,7
04/03/2023,Weekday,Bronx,BXM2,SB,17,8,6
04/03/2023,Weekday,Bronx,BXM2,SB,18,12,3
04/03/2023,Weekday,Bronx,BXM2,SB,19,4,4
04/03/2023,Weekday,Bronx,BXM2,SB,20,3,7
04/03/2023,Weekday,Bronx,BXM2,SB,21,5,5
04/03/2023,Weekday,Bronx,BXM2,SB,22,2,3
04/03/2023,Weekday,Bronx,BXM2,SB,23,7,1
04/03/2023,Weekday,Bronx,BXM3,NB,7,20,1
04/03/2023,Weekday,Bronx,BXM3,NB,8,8,3
04/03/2023,Weekday,Bronx,BXM3,NB,10,7,3
04/03/2023,Weekday,Bronx,BXM3,NB,11,8,5
04/03/2023,Weekday,Bronx,BXM3,NB,12,14,4
04/03/2023,Weekday,Bronx,BXM3,NB,13,13,2
04/03/2023,Weekday,Bronx,BXM3,NB,14,27,3
04/03/2023,Weekday,Bronx,BXM3,NB,15,38,8
04/03/2023,Weekday,Bronx,BXM3,NB,16,16,2
04/03/2023,Weekday,Bronx,BXM3,NB,17,56,3
04/03/2023,Weekday,Bronx,BXM3,NB,18,35,7
04/03/2023,Weekday,Bronx,BXM3,NB,19,25,8
04/03/2023,Weekday,Bronx,BXM3,NB,22,19,5
04/03/2023,Weekday,Bronx,BXM3,SB,5,52,5
04/03/2023,Weekday,Bronx,BXM3,SB,6,31,4
04/03/2023,Weekday,Bronx,BXM3,SB,7,33,12
04/03/2023,Weekday,Bronx,BXM3,SB,8,42,4
04/03/2023,Weekday,Bronx,BXM3,SB,9,26,9
04/03/2023,Weekday,Bronx,BXM3,SB,10,21,5
04/03/2023,Weekday,Bronx,BXM3,SB,11,18,1
04/03/2023,Weekday,Bronx,BXM3,SB,12,25,2
04/03/2023,Weekday,Bronx,BXM3,SB,13,17,4
04/03/2023,Weekday,Bronx,BXM3,SB,16,6,2
04/03/2023,Weekday,Bronx,BXM3,SB,17,10,4
04/03/2023,Weekday,Bronx,BXM3,SB,18,5,1
04/03/2023,Weekday,Bronx,BXM3,SB,19,4,3
04/03/2023,Weekday,Bronx,BXM3,SB,20,4,2
04/03/2023,Weekday,Bronx,BXM4,NB,0,10,4
04/03/2023,Weekday,Bronx,BXM4,NB,11,5,1
04/03/2023,Weekday,Bronx,BXM4,NB,12,13,5
04/03/2023,Weekday,Bronx,BXM4,NB,13,12,5
04/03/2023,Weekday,Bronx,BXM4,NB,14,30,2
04/03/2023,Weekday,Bronx,BXM4,NB,15,33,1
04/03/2023,Weekday,Bronx,BXM4,NB,18,36,3
04/03/2023,Weekday,Bronx,BXM4,NB,19,21,2
04/03/2023,Weekday,Bronx,BXM4,NB,20,30,3
04/03/2023,Weekday,Bronx,BXM4,NB,21,24,5
04/03/2023,Weekday,Bronx,BXM4,NB,22,24,4
04/03/2023,Weekday,Bronx,BXM4,NB,23,42,3
04/03/2023,Weekday,Bronx,BXM4,SB,6,40,2
04/03/2023,Weekday,Bronx,BXM4,SB,7,19,4
04/03/2023,Weekday,Bronx,BXM4,SB,8,19,6
04/03/2023,Weekday,Bronx,BXM4,SB,9,5,1
04/03/2023,Weekday,Bronx,BXM4,SB,10,22,1
04/03/2023,Weekday,Bronx,BXM4,SB,11,15,4
04/03/2023,Weekday,Bronx,BXM4,SB,12,15,2
04/03/2023,Weekday,Bronx,BXM4,SB,13,5,1
04/03/2023,Weekday,Bronx,BXM4,SB,14,11,2
04/03/2023,Weekday,Bronx,BXM4,SB,19,5,4
04/03/2023,Weekday,Bronx,BXM4,SB,20,5,2
04/03/2023,Weekday,Bronx,BXM4,SB,21,5,4
04/03/2023,Weekday,Bronx,BXM4,SB,22,2,2
04/03/2023,Weekday,Bronx,BXM6,NB,0,22,4
04/03/2023,Weekday,Bronx,BXM6,NB,8,5,5
04/03/2023,Weekday,Bronx,BXM6,NB,9,3,2
04/03/2023,Weekday,Bronx,BXM6,NB,11,10,5
04/03/2023,Weekday,Bronx,BXM6,NB,12,9,1
04/03/2023,Weekday,Bronx,BXM6,NB,13,15,1
04/03/2023,Weekday,Bronx,BXM6,NB,16,34,3
04/03/2023,Weekday,Bronx,BXM6,NB,17,35,4
04/03/2023,Weekday,Bronx,BXM6,NB,18,37,9
04/03/2023,Weekday,Bronx,BXM6,NB,19,34,5
04/03/2023,Weekday,Bronx,BXM6,NB,21,21,2
04/03/2023,Weekday,Bronx,BXM6,NB,22,42,1
04/03/2023,Weekday,Bronx,BXM6,NB,23,28,5
04/03/2023,Weekday,Bronx,BXM6,SB,6,51,7
04/03/2023,Weekday,Bronx,BXM6,SB,7,37,9
04/03/2023,Weekday,Bronx,BXM6,SB,8,19,9
04/03/2023,Weekday,Bronx,BXM6,SB,9,27,3
04/03/2023,Weekday,Bronx,BXM6,SB,10,24,3
04/03/2023,Weekday,Bronx,BXM6,SB,11,27,2
04/03/2023,Weekday,Bronx,BXM6,SB,13,25,5
04/03/2023,Weekday,Bronx,BXM6,SB,14,13,5
04/03/2023,Weekday,Bronx,BXM6,SB,15,14,3
04/03/2023,Weekday,Bronx,BXM6,SB,17,4,1
04/03/2023,Weekday,Bronx,BXM6,SB,20,5,5
04/03/2023,Weekday,Bronx,BXM6,SB,21,9,4
04/03/2023,Weekday,Bronx,BXM6,SB,23,7,2
04/03/2023,Weekday,Bronx,BXM7,NB,0,30,7
04/03/2023,Weekday,Bronx,BXM7,NB,1,20,4
04/03/2023,Weekday,Bronx,BXM7,NB,7,17,2
04/03/2023,Weekday,Bronx,BXM7,NB,8,15,11
04/03/2023,Weekday,Bronx,BXM7,NB,9,15,5
04/03/2023,Weekday,Bronx,BXM7,NB,10,16,6
04/03/2023,Weekday,Bronx,BXM7,NB,11,20,3
04/03/2023,Weekday,Bronx,BXM7,NB,12,29,5
04/03/2023,Weekday,Bronx,BXM7,NB,13,29,4
04/03/2023,Weekday,Bronx,BXM7,NB,14,50,8
04/03/2023,Weekday,Bronx,BXM7,NB,15,48,7
04/03/2023,Weekday,Bronx,BXM7,NB,16,39,21
04/03/2023,Weekday,Bronx,BXM7,NB,17,34,23
04/03/2023,Weekday,Bronx,BXM7,NB,18,35,16
04/03/2023,Weekday,Bronx,BXM7,NB,19,30,12
04/03/2023,Weekday,Bronx,BXM7,NB,20,34,10
04/03/2023,Weekday,Bronx,BXM7,NB,21,26,8
04/03/2023,Weekday,Bronx,BXM7,NB,22,44,6
04/03/2023,Weekday,Bronx,BXM7,NB,23,65,4
04/03/2023,Weekday,Bronx,BXM7,SB,4,67,3
04/03/2023,Weekday,Bronx,BXM7,SB,5,46,11
04/03/2023,Weekday,Bronx,BXM7,SB,6,42,23
04/03/2023,Weekday,Bronx,BXM7,SB,7,36,16
04/03/2023,Weekday,Bronx,BXM7,SB,8,23,14
04/03/2023,Weekday,Bronx,BXM7,SB,9,31,15
04/03/2023,Weekday,Bronx,BXM7,SB,10,46,5
04/03/2023,Weekday,Bronx,BXM7,SB,11,40,3
04/03/2023,Weekday,Bronx,BXM7,SB,12,37,5
04/03/2023,Weekday,Bronx,BXM7,SB,13,35,7
04/03/2023,Weekday,Bronx,BXM7,SB,14,29,7
04/03/2023,Weekday,Bronx,BXM7,SB,15,27,1
04/03/2023,Weekday,Bronx,BXM7,SB,16,30,2
04/03/2023,Weekday,Bronx,BXM7,SB,17,24,1
04/03/2023,Weekday,Bronx,BXM7,SB,18,20,3
04/03/2023,Weekday,Bronx,BXM7,SB,19,9,4
04/03/2023,Weekday,Bronx,BXM7,SB,20,12,4
04/03/2023,Weekday,Bronx,BXM7,SB,21,24,6
04/03/2023,Weekday,Bronx,BXM7,SB,22,13,7
04/03/2023,Weekday,Bronx,BXM7,SB,23,6,5
04/03/2023,Weekday,Bronx,BXM8,NB,1,6,2
04/03/2023,Weekday,Bronx,BXM8,NB,6,2,2
04/03/2023,Weekday,Bronx,BXM8,NB,7,19,4
04/03/2023,Weekday,Bronx,BXM8,NB,8,7,6
04/03/2023,Weekday,Bronx,BXM8,NB,10,9,4
04/03/2023,Weekday,Bronx,BXM8,NB,11,13,10
04/03/2023,Weekday,Bronx,BXM8,NB,12,21,5
04/03/2023,Weekday,Bronx,BXM8,NB,13,17,4
04/03/2023,Weekday,Bronx,BXM8,NB,14,37,8
04/03/2023,Weekday,Bronx,BXM8,NB,15,50,2
04/03/2023,Weekday,Bronx,BXM8,NB,16,43,17
04/03/2023,Weekday,Bronx,BXM8,NB,17,36,18
04/03/2023,Weekday,Bronx,BXM8,NB,18,38,12
04/03/2023,Weekday,Bronx,BXM8,NB,19,38,5
04/03/2023,Weekday,Bronx,BXM8,NB,20,36,7
04/03/2023,Weekday,Bronx,BXM8,NB,21,42,4
04/03/2023,Weekday,Bronx,BXM8,NB,22,55,6
04/03/2023,Weekday,Bronx,BXM8,SB,5,60,8
04/03/2023,Weekday,Bronx,BXM8,SB,6,42,12
04/03/2023,Weekday,Bronx,BXM8,SB,7,41,10
04/03/2023,Weekday,Bronx,BXM8,SB,8,31,10
04/03/2023,Weekday,Bronx,BXM8,SB,9,22,2
04/03/2023,Weekday,Bronx,BXM8,SB,11,15,4
04/03/2023,Weekday,Bronx,BXM8,SB,12,30,5
04/03/2023,Weekday,Bronx,BXM8,SB,13,18,1
04/03/2023,Weekday,Bronx,BXM8,SB,15,12,2
04/03/2023,Weekday,Bronx,BXM8,SB,16,5,2
04/03/2023,Weekday,Bronx,BXM8,SB,17,12,3
04/03/2023,Weekday,Bronx,BXM8,SB,18,7,5
04/03/2023,Weekday,Bronx,BXM8,SB,19,6,3
04/03/2023,Weekday,Bronx,BXM8,SB,21,18,1
04/03/2023,Weekday,Bronx,BXM8,SB,22,12,3
04/03/2023,Weekday,Bronx,BXM9,NB,0,26,2
04/03/2023,Weekday,Bronx,BXM9,NB,1,12,3
04/03/2023,Weekday,Bronx,BXM9,NB,7,24,5
04/03/2023,Weekday,Bronx,BXM9,NB,8,10,8
04/03/2023,Weekday,Bronx,BXM9,NB,9,5,2
04/03/2023,Weekday,Bronx,BXM9,NB,10,15,6
04/03/2023,Weekday,Bronx,BXM9,NB,11,17,3
04/03/2023,Weekday,Bronx,BXM9,NB,12,18,4
04/03/2023,Weekday,Bronx,BXM9,NB,13,23,9
04/03/2023,Weekday,Bronx,BXM9,NB,14,43,8
04/03/2023,Weekday,Bronx,BXM9,NB,15,53,12
04/03/2023,Weekday,Bronx,BXM9,NB,16,34,13
04/03/2023,Weekday,Bronx,BXM9,NB,17,33,18
04/03/2023,Weekday,Bronx,BXM9,NB,18,30,13
04/03/2023,Weekday,Bronx,BXM9,NB,19,23,6
04/03/2023,Weekday,Bronx,BXM9,NB,20,24,3
04/03/2023,Weekday,Bronx,BXM9,NB,21,23,5
04/03/2023,Weekday,Bronx,BXM9,NB,22,36,2
04/03/2023,Weekday,Bronx,BXM9,NB,23,39,3
04/03/2023,Weekday,Bronx,BXM9,SB,5,45,13
04/03/2023,Weekday,Bronx,BXM9,SB,6,42,26
04/03/2023,Weekday,Bronx,BXM9,SB,7,28,21
04/03/2023,Weekday,Bronx,BXM9,SB,8,31,15
04/03/2023,Weekday,Bronx,BXM9,SB,9,30,7
04/03/2023,Weekday,Bronx,BXM9,SB,10,24,5
04/03/2023,Weekday,Bronx,BXM9,SB,11,24,7
04/03/2023,Weekday,Bronx,BXM9,SB,12,28,5
04/03/2023,Weekday,Bronx,BXM9,SB,13,22,1
04/03/2023,Weekday,Bronx,BXM9,SB,14,21,8
04/03/2023,Weekday,Bronx,BXM9,SB,15,18,5
04/03/2023,Weekday,Bronx,BXM9,SB,16,16,8
04/03/2023,Weekday,Bronx,BXM9,SB,17,16,4
04/03/2023,Weekday,Bronx,BXM9,SB,20,13,3
04/03/2023,Weekday,Bronx,BXM9,SB,21,25,2
04/03/2023,Weekday,Bronx,BXM9,SB,22,7,1
04/03/2023,Weekday,Bronx,BXM9,SB,23,2,5
04/03/2023,Weekday,Brooklyn,BM1,EB,10,11,4
04/03/2023,Weekday,Brooklyn,BM1,EB,11,11,2
04/03/2023,Weekday,Brooklyn,BM1,EB,12,12,3
04/03/2023,Weekday,Brooklyn,BM1,EB,13,20,4
04/03/2023,Weekday,Brooklyn,BM1,EB,14,32,9
04/03/2023,Weekday,Brooklyn,BM1,EB,15,46,8
04/03/2023,Weekday,Brooklyn,BM1,EB,16,31,23
04/03/2023,Weekday,Brooklyn,BM1,EB,17,29,19
04/03/2023,Weekday,Brooklyn,BM1,EB,18,20,17
04/03/2023,Weekday,Brooklyn,BM1,EB,19,18,10
04/03/2023,Weekday,Brooklyn,BM1,EB,20,21,2
04/03/2023,Weekday,Brooklyn,BM1,EB,21,28,3
04/03/2023,Weekday,Brooklyn,BM1,EB,22,20,5
04/03/2023,Weekday,Brooklyn,BM1,EB,23,16,2
04/03/2023,Weekday,Brooklyn,BM1,WB,5,51,9
04/03/2023,Weekday,Brooklyn,BM1,WB,6,48,30
04/03/2023,Weekday,Brooklyn,BM1,WB,7,40,23
04/03/2023,Weekday,Brooklyn,BM1,WB,8,23,19
04/03/2023,Weekday,Brooklyn,BM1,WB,9,34,7
04/03/2023,Weekday,Brooklyn,BM1,WB,10,25,1
04/03/2023,Weekday,Brooklyn,BM1,WB,11,22,1
04/03/2023,Weekday,Brooklyn,BM1,WB,12,29,3
04/03/2023,Weekday,Brooklyn,BM1,WB,13,9,2
04/03/2023,Weekday,Brooklyn,BM1,WB,14,15,5
04/03/2023,Weekday,Brooklyn,BM1,WB,15,10,2
04/03/2023,Weekday,Brooklyn,BM2,EB,0,16,3
04/03/2023,Weekday,Brooklyn,BM2,EB,11,9,5
04/03/2023,Weekday,Brooklyn,BM2,EB,12,9,5
04/03/2023,Weekday,Brooklyn,BM2,EB,13,15,3
04/03/2023,Weekday,Brooklyn,BM2,EB,14,25,4
04/03/2023,Weekday,Brooklyn,BM2,EB,15,35,10
04/03/2023,Weekday,Brooklyn,BM2,EB,16,37,14
04/03/2023,Weekday,Brooklyn,BM2,EB,17,38,16
04/03/2023,Weekday,Brooklyn,BM2,EB,18,23,13
04/03/2023,Weekday,Brooklyn,BM2,EB,19,29,8
04/03/2023,Weekday,Brooklyn,BM2,EB,20,27,5
04/03/2023,Weekday,Brooklyn,BM2,EB,21,22,2
04/03/2023,Weekday,Brooklyn,BM2,EB,22,25,5
04/03/2023,Weekday,Brooklyn,BM2,EB,23,21,4
04/03/2023,Weekday,Brooklyn,BM2,WB,5,75,9
04/03/2023,Weekday,Brooklyn,BM2,WB,6,55,14
04/03/2023,Weekday,Brooklyn,BM2,WB,7,42,18
04/03/2023,Weekday,Brooklyn,BM2,WB,8,24,9
04/03/2023,Weekday,Brooklyn,BM2,WB,9,31,4
04/03/2023,Weekday,Brooklyn,BM2,WB,10,24,1
04/03/2023,Weekday,Brooklyn,BM2,WB,12,20,1
04/03/2023,Weekday,Brooklyn,BM2,WB,13,17,3
04/03/2023,Weekday,Brooklyn,BM2,WB,14,15,2
04/03/2023,Weekday,Brooklyn,BM2,WB,15,6,5
04/03/2023,Weekday,Brooklyn,BM3,EB,11,10,4
04/03/2023,Weekday,Brooklyn,BM3,EB,12,11,3
04/03/2023,Weekday,Brooklyn,BM3,EB,13,12,5
04/03/2023,Weekday,Brooklyn,BM3,EB,14,10,3
04/03/2023,Weekday,Brooklyn,BM3,EB,15,30,9
04/03/2023,Weekday,Brooklyn,BM3,EB,16,29,9
04/03/2023,Weekday,Brooklyn,BM3,EB,17,28,24
04/03/2023,Weekday,Brooklyn,BM3,EB,18,19,16
04/03/2023,Weekday,Brooklyn,BM3,EB,19,16,5
04/03/2023,Weekday,Brooklyn,BM3,EB,20,13,3
04/03/2023,Weekday,Brooklyn,BM3,EB,21,8,3
04/03/2023,Weekday,Brooklyn,BM3,EB,22,11,2
04/03/2023,Weekday,Brooklyn,BM3,EB,23,20,2
04/03/2023,Weekday,Brooklyn,BM3,WB,5,48,9
04/03/2023,Weekday,Brooklyn,BM3,WB,6,45,14
04/03/2023,Weekday,Brooklyn,BM3,WB,7,33,16
04/03/2023,Weekday,Brooklyn,BM3,WB,8,24,14
04/03/2023,Weekday,Brooklyn,BM3,WB,9,14,10
04/03/2023,Weekday,Brooklyn,BM3,WB,10,19,5
04/03/2023,Weekday,Brooklyn,BM3,WB,11,30,2
04/03/2023,Weekday,Brooklyn,BM3,WB,12,13,5
04/03/2023,Weekday,Brooklyn,BM3,WB,13,24,2
04/03/2023,Weekday,Brooklyn,BM3,WB,14,16,1
04/03/2023,Weekday,Brooklyn,BM3,WB,15,17,3
04/03/2023,Weekday,Brooklyn,BM4,EB,11,9,4
04/03/2023,Weekday,Brooklyn,BM4,EB,12,7,5
04/03/2023,Weekday,Brooklyn,BM4,EB,14,31,5
04/03/2023,Weekday,Brooklyn,BM4,EB,15,16,1
04/03/2023,Weekday,Brooklyn,BM4,EB,16,28,19
04/03/2023,Weekday,Brooklyn,BM4,EB,17,24,8
04/03/2023,Weekday,Brooklyn,BM4,EB,18,11,9
04/03/2023,Weekday,Brooklyn,BM4,EB,20,9,3
04/03/2023,Weekday,Brooklyn,BM4,WB,5,53,5
04/03/2023,Weekday,Brooklyn,BM4,WB,6,43,11
04/03/2023,Weekday,Brooklyn,BM4,WB,7,32,14
04/03/2023,Weekday,Brooklyn,BM4,WB,8,27,14
04/03/2023,Weekday,Brooklyn,BM4,WB,9,19,5
04/03/2023,Weekday,Brooklyn,BM4,WB,10,8,5
04/03/2023,Weekday,Brooklyn,BM4,WB,11,13,3
04/03/2023,Weekday,Brooklyn,BM4,WB,12,8,5
04/03/2023,Weekday,Brooklyn,BM4,WB,13,12,3
04/03/2023,Weekday,Brooklyn,BM5,EB,11,15,4
04/03/2023,Weekday,Brooklyn,BM5,EB,12,18,2
04/03/2023,Weekday,Brooklyn,BM5,EB,13,28,2
04/03/2023,Weekday,Brooklyn,BM5,EB,14,37,5
04/03/2023,Weekday,Brooklyn,BM5,EB,15,84,3
04/03/2023,Weekday,Brooklyn,BM5,EB,16,62,5
04/03/2023,Weekday,Brooklyn,BM5,EB,17,53,9
04/03/2023,Weekday,Brooklyn,BM5,EB,18,43,3
04/03/2023,Weekday,Brooklyn,BM5,EB,19,36,8
04/03/2023,Weekday,Brooklyn,BM5,EB,20,30,4
04/03/2023,Weekday,Brooklyn,BM5,EB,21,21,5
04/03/2023,Weekday,Brooklyn,BM5,EB,23,29,3
04/03/2023,Weekday,Brooklyn,BM5,WB,5,63,4
04/03/2023,Weekday,Brooklyn,BM5,WB,6,51,7
04/03/2023,Weekday,Brooklyn,BM5,WB,7,58,5
04/03/2023,Weekday,Brooklyn,BM5,WB,8,31,8
04/03/2023,Weekday,Brooklyn,BM5,WB,9,39,5
04/03/2023,Weekday,Brooklyn,BM5,WB,10,28,2
04/03/2023,Weekday,Brooklyn,BM5,WB,11,14,3
04/03/2023,Weekday,Brooklyn,BM5,WB,12,35,5
04/03/2023,Weekday,Brooklyn,X27,NB,5,40,12
04/03/2023,Weekday,Brooklyn,X27,NB,6,36,21
04/03/2023,Weekday,Brooklyn,X27,NB,7,41,29
04/03/2023,Weekday,Brooklyn,X27,NB,8,38,41
04/03/2023,Weekday,Brooklyn,X27,NB,9,42,14
04/03/2023,Weekday,Brooklyn,X27,NB,10,32,7
04/03/2023,Weekday,Brooklyn,X27,NB,11,31,9
04/03/2023,Weekday,Brooklyn,X27,NB,12,28,7
04/03/2023,Weekday,Brooklyn,X27,NB,13,28,2
04/03/2023,Weekday,Brooklyn,X27,NB,14,29,5
04/03/2023,Weekday,Brooklyn,X27,NB,15,31,4
