Week,Day Type,Borough,Route,Direction,Hour,Load Percentage,Trips with APC
05/15/2023,Weekday,Queens,QM5,WB,21,7,1
05/15/2023,Weekday,Queens,QM6,EB,10,2,1
05/15/2023,Weekday,Queens,QM6,EB,11,5,1
05/15/2023,Weekday,Queens,QM6,EB,12,24,1
05/15/2023,Weekday,Queens,QM6,EB,13,14,2
05/15/2023,Weekday,Queens,QM6,EB,14,27,5
05/15/2023,Weekday,Queens,QM6,EB,15,47,1
05/15/2023,Weekday,Queens,QM6,EB,16,50,6
05/15/2023,Weekday,Queens,QM6,EB,17,39,6
05/15/2023,Weekday,Queens,QM6,EB,19,23,4
05/15/2023,Weekday,Queens,QM6,EB,23,22,5
05/15/2023,Weekday,Queens,QM6,WB,5,39,5
05/15/2023,Weekday,Queens,QM6,WB,6,31,1
05/15/2023,Weekday,Queens,QM6,WB,7,33,12
05/15/2023,Weekday,Queens,QM6,WB,8,18,3
05/15/2023,Weekday,Queens,QM6,WB,9,22,6
05/15/2023,Weekday,Queens,QM6,WB,10,22,3
05/15/2023,Weekday,Queens,QM6,WB,11,28,2
05/15/2023,Weekday,Queens,QM6,WB,12,15,7
05/15/2023,Weekday,Queens,QM6,WB,13,10,3
05/15/2023,Weekday,Queens,QM6,WB,14,14,5
05/15/2023,Weekday,Queens,QM6,WB,17,14,3
05/15/2023,Weekday,Queens,QM6,WB,18,29,1
05/15/2023,Weekday,Queens,QM6,WB,21,4,5
05/15/2023,Weekday,Queens,QM7,EB,14,26,5
05/15/2023,Weekday,Queens,QM7,EB,15,62,2
05/15/2023,Weekday,Queens,QM7,EB,16,35,6
05/15/2023,Weekday,Queens,QM7,EB,17,27,7
05/15/2023,Weekday,Queens,QM7,WB,6,44,10
05/15/2023,Weekday,Queens,QM7,WB,7,28,13
05/15/2023,Weekday,Queens,QM7,WB,8,28,11
05/15/2023,Weekday,Queens,QM7,WB,9,35,3
05/15/2023,Weekday,Queens,QM8,EB,16,28,3
05/15/2023,Weekday,Queens,QM8,EB,17,30,8
05/15/2023,Weekday,Queens,QM8,EB,18,31,2
05/15/2023,Weekday,Queens,QM8,EB,19,17,2
05/15/2023,Weekday,Queens,QM8,WB,5,65,1
05/15/2023,Weekday,Queens,QM8,WB,6,68,5
05/15/2023,Weekday,Queens,QM8,WB,7,38,7
05/15/2023,Weekday,Queens,X63,EB,15,57,4
05/15/2023,Weekday,Queens,X63,EB,16,24,21
05/15/2023,Weekday,Queens,X63,EB,17,31,16
05/15/2023,Weekday,Queens,X63,EB,18,24,17
05/15/2023,Weekday,Queens,X63,EB,19,16,2
05/15/2023,Weekday,Queens,X63,WB,5,63,9
05/15/2023,Weekday,Queens,X63,WB,6,53,17
05/15/2023,Weekday,Queens,X63,WB,7,34,18
05/15/2023,Weekday,Queens,X63,WB,8,26,4
05/15/2023,Weekday,Queens,X64,EB,16,40,8
05/15/2023,Weekday,Queens,X64,EB,17,31,10
05/15/2023,Weekday,Queens,X64,EB,18,24,5
05/15/2023,Weekday,Queens,X64,EB,19,4,1
05/15/2023,Weekday,Queens,X64,WB,5,53,5
05/15/2023,Weekday,Queens,X64,WB,6,45,11
05/15/2023,Weekday,Queens,X64,WB,7,26,11
05/15/2023,Weekday,Queens,X64,WB,8,17,5
05/15/2023,Weekday,Queens,X68,EB,16,31,13
05/15/2023,Weekday,Queens,X68,EB,17,34,12
05/15/2023,Weekday,Queens,X68,EB,18,34,9
05/15/2023,Weekday,Queens,X68,EB,19,24,8
05/15/2023,Weekday,Queens,X68,WB,6,38,14
05/15/2023,Weekday,Queens,X68,WB,7,34,21
05/15/2023,Weekday,Queens,X68,WB,8,19,9
05/15/2023,Weekday,Queens,X68,WB,9,18,3
05/15/2023,Weekday,Staten Island,SIM1,NB,4,15,1
05/15/2023,Weekday,Staten Island,SIM1,NB,5,53,34
05/15/2023,Weekday,Staten Island,SIM1,NB,6,64,41
05/15/2023,Weekday,Staten Island,SIM1,NB,7,57,47
05/15/2023,Weekday,Staten Island,SIM1,NB,8,63,11
05/15/2023,Weekday,Staten Island,SIM1,NB,9,55,2
05/15/2023,Weekday,Staten Island,SIM1,NB,10,59,2
05/15/2023,Weekday,Staten Island,SIM1,SB,14,63,6
05/15/2023,Weekday,Staten Island,SIM1,SB,15,70,30
05/15/2023,Weekday,Staten Island,SIM1,SB,16,61,34
05/15/2023,Weekday,Staten Island,SIM1,SB,17,53,40
05/15/2023,Weekday,Staten Island,SIM1,SB,18,44,28
05/15/2023,Weekday,Staten Island,SIM1,SB,19,39,17
05/15/2023,Weekday,Staten Island,SIM10,NB,4,45,21
05/15/2023,Weekday,Staten Island,SIM10,NB,5,48,47
05/15/2023,Weekday,Staten Island,SIM10,NB,6,56,38
05/15/2023,Weekday,Staten Island,SIM10,NB,7,52,29
05/15/2023,Weekday,Staten Island,SIM10,NB,8,45,8
05/15/2023,Weekday,Staten Island,SIM10,SB,14,56,24
05/15/2023,Weekday,Staten Island,SIM10,SB,15,52,21
05/15/2023,Weekday,Staten Island,SIM10,SB,16,58,35
05/15/2023,Weekday,Staten Island,SIM10,SB,17,66,29
05/15/2023,Weekday,Staten Island,SIM10,SB,18,40,22
05/15/2023,Weekday,Staten Island,SIM10,SB,19,34,3
05/15/2023,Weekday,Staten Island,SIM10,SB,20,2,1
05/15/2023,Weekday,Staten Island,SIM11,NB,4,45,5
05/15/2023,Weekday,Staten Island,SIM11,NB,5,48,17
05/15/2023,Weekday,Staten Island,SIM11,NB,6,52,19
05/15/2023,Weekday,Staten Island,SIM11,NB,7,56,18
05/15/2023,Weekday,Staten Island,SIM11,NB,8,38,12
05/15/2023,Weekday,Staten Island,SIM11,NB,9,33,3
05/15/2023,Weekday,Staten Island,SIM11,SB,14,44,1
05/15/2023,Weekday,Staten Island,SIM11,SB,15,34,14
05/15/2023,Weekday,Staten Island,SIM11,SB,16,33,15
05/15/2023,Weekday,Staten Island,SIM11,SB,17,45,7
05/15/2023,Weekday,Staten Island,SIM11,SB,18,24,16
05/15/2023,Weekday,Staten Island,SIM11,SB,19,2,1
05/15/2023,Weekday,Staten Island,SIM15,NB,4,46,2
05/15/2023,Weekday,Staten Island,SIM15,NB,5,49,9
05/15/2023,Weekday,Staten Island,SIM15,NB,6,52,29
05/15/2023,Weekday,Staten Island,SIM15,NB,7,44,32
05/15/2023,Weekday,Staten Island,SIM15,NB,8,34,13
05/15/2023,Weekday,Staten Island,SIM15,NB,9,29,5
05/15/2023,Weekday,Staten Island,SIM15,SB,14,58,1
05/15/2023,Weekday,Staten Island,SIM15,SB,15,43,5
05/15/2023,Weekday,Staten Island,SIM15,SB,16,54,16
05/15/2023,Weekday,Staten Island,SIM15,SB,17,40,10
05/15/2023,Weekday,Staten Island,SIM15,SB,18,31,9
05/15/2023,Weekday,Staten Island,SIM15,SB,19,15,4
05/15/2023,Weekday,Staten Island,SIM1C,NB,0,7,4
05/15/2023,Weekday,Staten Island,SIM1C,NB,1,7,6
05/15/2023,Weekday,Staten Island,SIM1C,NB,2,13,3
05/15/2023,Weekday,Staten Island,SIM1C,NB,3,39,11
05/15/2023,Weekday,Staten Island,SIM1C,NB,4,52,18
05/15/2023,Weekday,Staten Island,SIM1C,NB,6,65,1
05/15/2023,Weekday,Staten Island,SIM1C,NB,8,55,21
05/15/2023,Weekday,Staten Island,SIM1C,NB,9,56,25
05/15/2023,Weekday,Staten Island,SIM1C,NB,10,54,14
05/15/2023,Weekday,Staten Island,SIM1C,NB,11,57,15
05/15/2023,Weekday,Staten Island,SIM1C,NB,12,59,16
05/15/2023,Weekday,Staten Island,SIM1C,NB,13,55,17
05/15/2023,Weekday,Staten Island,SIM1C,NB,14,84,15
05/15/2023,Weekday,Staten Island,SIM1C,NB,15,54,14
05/15/2023,Weekday,Staten Island,SIM1C,NB,16,37,10
05/15/2023,Weekday,Staten Island,SIM1C,NB,17,53,3
05/15/2023,Weekday,Staten Island,SIM1C,NB,18,39,4
05/15/2023,Weekday,Staten Island,SIM1C,NB,19,36,2
05/15/2023,Weekday,Staten Island,SIM1C,NB,20,54,7
05/15/2023,Weekday,Staten Island,SIM1C,NB,21,59,3
05/15/2023,Weekday,Staten Island,SIM1C,NB,22,29,7
05/15/2023,Weekday,Staten Island,SIM1C,NB,23,13,2
05/15/2023,Weekday,Staten Island,SIM1C,SB,0,67,24
05/15/2023,Weekday,Staten Island,SIM1C,SB,1,24,10
05/15/2023,Weekday,Staten Island,SIM1C,SB,2,20,7
05/15/2023,Weekday,Staten Island,SIM1C,SB,3,8,4
05/15/2023,Weekday,Staten Island,SIM1C,SB,4,16,4
05/15/2023,Weekday,Staten Island,SIM1C,SB,5,35,3
05/15/2023,Weekday,Staten Island,SIM1C,SB,6,83,5
05/15/2023,Weekday,Staten Island,SIM1C,SB,7,60,7
05/15/2023,Weekday,Staten Island,SIM1C,SB,8,47,6
05/15/2023,Weekday,Staten Island,SIM1C,SB,9,31,10
05/15/2023,Weekday,Staten Island,SIM1C,SB,10,35,13
05/15/2023,Weekday,Staten Island,SIM1C,SB,11,48,15
05/15/2023,Weekday,Staten Island,SIM1C,SB,12,77,16
05/15/2023,Weekday,Staten Island,SIM1C,SB,13,65,24
05/15/2023,Weekday,Staten Island,SIM1C,SB,14,53,6
05/15/2023,Weekday,Staten Island,SIM1C,SB,15,42,1
05/15/2023,Weekday,Staten Island,SIM1C,SB,17,44,2
05/15/2023,Weekday,Staten Island,SIM1C,SB,18,83,3
05/15/2023,Weekday,Staten Island,SIM1C,SB,19,63,28
05/15/2023,Weekday,Staten Island,SIM1C,SB,20,54,26
05/15/2023,Weekday,Staten Island,SIM1C,SB,21,51,24
05/15/2023,Weekday,Staten Island,SIM1C,SB,22,62,24
05/15/2023,Weekday,Staten Island,SIM1C,SB,23,52,27
05/15/2023,Weekday,Staten Island,SIM2,NB,4,37,10
05/15/2023,Weekday,Staten Island,SIM2,NB,5,64,17
05/15/2023,Weekday,Staten Island,SIM2,NB,6,54,24
05/15/2023,Weekday,Staten Island,SIM2,NB,7,40,33
05/15/2023,Weekday,Staten Island,SIM2,NB,8,42,11
05/15/2023,Weekday,Staten Island,SIM2,NB,9,27,3
05/15/2023,Weekday,Staten Island,SIM2,SB,13,53,3
05/15/2023,Weekday,Staten Island,SIM2,SB,14,57,3
05/15/2023,Weekday,Staten Island,SIM2,SB,15,57,15
05/15/2023,Weekday,Staten Island,SIM2,SB,16,59,16
05/15/2023,Weekday,Staten Island,SIM2,SB,17,60,22
05/15/2023,Weekday,Staten Island,SIM2,SB,18,31,16
05/15/2023,Weekday,Staten Island,SIM2,SB,19,20,8
05/15/2023,Weekday,Staten Island,SIM2,SB,20,14,6
05/15/2023,Weekday,Staten Island,SIM22,NB,4,36,1
05/15/2023,Weekday,Staten Island,SIM22,NB,5,57,17
05/15/2023,Weekday,Staten Island,SIM22,NB,6,60,26
05/15/2023,Weekday,Staten Island,SIM22,NB,7,52,23
05/15/2023,Weekday,Staten Island,SIM22,NB,8,39,8
05/15/2023,Weekday,Staten Island,SIM22,NB,9,42,3
05/15/2023,Weekday,Staten Island,SIM22,SB,14,65,1
05/15/2023,Weekday,Staten Island,SIM22,SB,15,46,12
05/15/2023,Weekday,Staten Island,SIM22,SB,16,51,18
05/15/2023,Weekday,Staten Island,SIM22,SB,17,61,15
05/15/2023,Weekday,Staten Island,SIM22,SB,18,28,11
05/15/2023,Weekday,Staten Island,SIM22,SB,19,18,4
05/15/2023,Weekday,Staten Island,SIM23,NB,5,54,9
05/15/2023,Weekday,Staten Island,SIM23,NB,6,63,5
05/15/2023,Weekday,Staten Island,SIM23,NB,7,66,6
05/15/2023,Weekday,Staten Island,SIM23,NB,8,43,4
05/15/2023,Weekday,Staten Island,SIM23,SB,14,87,1
05/15/2023,Weekday,Staten Island,SIM23,SB,15,65,4
05/15/2023,Weekday,Staten Island,SIM23,SB,16,68,6
05/15/2023,Weekday,Staten Island,SIM23,SB,17,53,6
05/15/2023,Weekday,Staten Island,SIM23,SB,18,38,5
05/15/2023,Weekday,Staten Island,SIM24,NB,5,46,6
05/15/2023,Weekday,Staten Island,SIM24,NB,6,63,7
05/15/2023,Weekday,Staten Island,SIM24,NB,7,71,10
05/15/2023,Weekday,Staten Island,SIM24,NB,8,44,5
05/15/2023,Weekday,Staten Island,SIM24,SB,15,35,5
05/15/2023,Weekday,Staten Island,SIM24,SB,16,51,9
05/15/2023,Weekday,Staten Island,SIM24,SB,17,54,6
05/15/2023,Weekday,Staten Island,SIM24,SB,18,23,6
05/15/2023,Weekday,Staten Island,SIM25,NB,4,36,7
05/15/2023,Weekday,Staten Island,SIM25,NB,5,52,19
05/15/2023,Weekday,Staten Island,SIM25,NB,6,52,21
05/15/2023,Weekday,Staten Island,SIM25,NB,7,47,20
05/15/2023,Weekday,Staten Island,SIM25,NB,8,43,10
05/15/2023,Weekday,Staten Island,SIM25,NB,9,35,1
05/15/2023,Weekday,Staten Island,SIM25,SB,15,48,13
05/15/2023,Weekday,Staten Island,SIM25,SB,16,49,14
05/15/2023,Weekday,Staten Island,SIM25,SB,17,49,16
05/15/2023,Weekday,Staten Island,SIM25,SB,18,27,19
05/15/2023,Weekday,Staten Island,SIM25,SB,19,25,8
05/15/2023,Weekday,Staten Island,SIM25,SB,20,23,3
05/15/2023,Weekday,Staten Island,SIM26,NB,4,40,10
05/15/2023,Weekday,Staten Island,SIM26,NB,5,48,23
05/15/2023,Weekday,Staten Island,SIM26,NB,6,49,26
05/15/2023,Weekday,Staten Island,SIM26,NB,7,43,23
05/15/2023,Weekday,Staten Island,SIM26,NB,8,41,8
05/15/2023,Weekday,Staten Island,SIM26,NB,9,39,2
05/15/2023,Weekday,Staten Island,SIM26,SB,14,48,10
05/15/2023,Weekday,Staten Island,SIM26,SB,15,39,13
05/15/2023,Weekday,Staten Island,SIM26,SB,16,51,18
05/15/2023,Weekday,Staten Island,SIM26,SB,17,48,17
05/15/2023,Weekday,Staten Island,SIM26,SB,18,24,15
05/15/2023,Weekday,Staten Island,SIM26,SB,19,20,7
05/15/2023,Weekday,Staten Island,SIM26,SB,20,19,6
05/15/2023,Weekday,Staten Island,SIM3,NB,4,68,5
05/15/2023,Weekday,Staten Island,SIM3,NB,5,60,16
05/15/2023,Weekday,Staten Island,SIM3,NB,6,52,21
05/15/2023,Weekday,Staten Island,SIM3,NB,7,43,20
05/15/2023,Weekday,Staten Island,SIM3,NB,8,29,13
05/15/2023,Weekday,Staten Island,SIM3,NB,9,23,5
05/15/2023,Weekday,Staten Island,SIM3,NB,13,5,1
05/15/2023,Weekday,Staten Island,SIM3,SB,14,35,4
05/15/2023,Weekday,Staten Island,SIM3,SB,15,41,19
05/15/2023,Weekday,Staten Island,SIM3,SB,16,45,15
05/15/2023,Weekday,Staten Island,SIM3,SB,17,38,23
05/15/2023,Weekday,Staten Island,SIM3,SB,18,35,4
05/15/2023,Weekday,Staten Island,SIM30,NB,5,47,12
05/15/2023,Weekday,Staten Island,SIM30,NB,6,56,33
05/15/2023,Weekday,Staten Island,SIM30,NB,7,50,14
05/15/2023,Weekday,Staten Island,SIM30,NB,8,46,4
05/15/2023,Weekday,Staten Island,SIM30,SB,15,68,5
05/15/2023,Weekday,Staten Island,SIM30,SB,16,44,22
05/15/2023,Weekday,Staten Island,SIM30,SB,17,42,19
05/15/2023,Weekday,Staten Island,SIM30,SB,18,32,16
05/15/2023,Weekday,Staten Island,SIM30,SB,19,15,3
05/15/2023,Weekday,Staten Island,SIM31,NB,5,41,17
05/15/2023,Weekday,Staten Island,SIM31,NB,6,54,16
05/15/2023,Weekday,Staten Island,SIM31,NB,7,42,21
05/15/2023,Weekday,Staten Island,SIM31,NB,8,30,6
05/15/2023,Weekday,Staten Island,SIM31,SB,15,46,6
05/15/2023,Weekday,Staten Island,SIM31,SB,16,49,15
05/15/2023,Weekday,Staten Island,SIM31,SB,17,36,22
05/15/2023,Weekday,Staten Island,SIM31,SB,18,44,10
05/15/2023,Weekday,Staten Island,SIM31,SB,19,26,5
05/15/2023,Weekday,Staten Island,SIM32,NB,6,34,19
05/15/2023,Weekday,Staten Island,SIM32,NB,7,39,17
05/15/2023,Weekday,Staten Island,SIM32,NB,8,32,13
05/15/2023,Weekday,Staten Island,SIM32,SB,15,54,4
05/15/2023,Weekday,Staten Island,SIM32,SB,16,49,17
05/15/2023,Weekday,Staten Island,SIM32,SB,17,40,18
05/15/2023,Weekday,Staten Island,SIM32,SB,18,22,14
05/15/2023,Weekday,Staten Island,SIM32,SB,19,9,6
05/15/2023,Weekday,Staten Island,SIM32,SB,20,2,1
05/15/2023,Weekday,Staten Island,SIM33,NB,4,22,1
05/15/2023,Weekday,Staten Island,SIM33,NB,5,44,9
05/15/2023,Weekday,Staten Island,SIM33,NB,6,40,19
05/15/2023,Weekday,Staten Island,SIM33,NB,7,25,21
05/15/2023,Weekday,Staten Island,SIM33,NB,8,24,11
05/15/2023,Weekday,Staten Island,SIM33,NB,9,31,1
05/15/2023,Weekday,Staten Island,SIM33,SB,9,15,1
05/15/2023,Weekday,Staten Island,SIM33,SB,14,38,6
05/15/2023,Weekday,Staten Island,SIM33,SB,15,29,15
05/15/2023,Weekday,Staten Island,SIM33,SB,16,43,14
05/15/2023,Weekday,Staten Island,SIM33,SB,17,26,9
05/15/2023,Weekday,Staten Island,SIM33,SB,18,19,11
05/15/2023,Weekday,Staten Island,SIM33,SB,19,11,3
05/15/2023,Weekday,Staten Island,SIM33C,NB,9,47,13
05/15/2023,Weekday,Staten Island,SIM33C,NB,10,42,9
05/15/2023,Weekday,Staten Island,SIM33C,NB,11,42,7
05/15/2023,Weekday,Staten Island,SIM33C,NB,12,47,8
05/15/2023,Weekday,Staten Island,SIM33C,NB,13,53,8
05/15/2023,Weekday,Staten Island,SIM33C,NB,14,66,8
05/15/2023,Weekday,Staten Island,SIM33C,NB,15,36,8
05/15/2023,Weekday,Staten Island,SIM33C,NB,16,30,3
05/15/2023,Weekday,Staten Island,SIM33C,NB,17,31,7
05/15/2023,Weekday,Staten Island,SIM33C,NB,18,12,5
05/15/2023,Weekday,Staten Island,SIM33C,NB,19,23,5
05/15/2023,Weekday,Staten Island,SIM33C,NB,20,21,7
05/15/2023,Weekday,Staten Island,SIM33C,NB,21,22,3
05/15/2023,Weekday,Staten Island,SIM33C,NB,22,16,3
05/15/2023,Weekday,Staten Island,SIM33C,SB,0,47,4
05/15/2023,Weekday,Staten Island,SIM33C,SB,1,19,4
05/15/2023,Weekday,Staten Island,SIM33C,SB,7,56,9
05/15/2023,Weekday,Staten Island,SIM33C,SB,8,33,9
05/15/2023,Weekday,Staten Island,SIM33C,SB,9,35,6
05/15/2023,Weekday,Staten Island,SIM33C,SB,10,28,5
05/15/2023,Weekday,Staten Island,SIM33C,SB,11,38,12
05/15/2023,Weekday,Staten Island,SIM33C,SB,12,56,9
05/15/2023,Weekday,Staten Island,SIM33C,SB,13,63,7
05/15/2023,Weekday,Staten Island,SIM33C,SB,14,70,9
05/15/2023,Weekday,Staten Island,SIM33C,SB,18,65,2
05/15/2023,Weekday,Staten Island,SIM33C,SB,19,52,9
05/15/2023,Weekday,Staten Island,SIM33C,SB,20,53,16
05/15/2023,Weekday,Staten Island,SIM33C,SB,21,34,14
05/15/2023,Weekday,Staten Island,SIM33C,SB,22,38,11
05/15/2023,Weekday,Staten Island,SIM33C,SB,23,47,8
05/15/2023,Weekday,Staten Island,SIM34,NB,4,49,4
05/15/2023,Weekday,Staten Island,SIM34,NB,5,64,13
05/15/2023,Weekday,Staten Island,SIM34,NB,6,54,31
05/15/2023,Weekday,Staten Island,SIM34,NB,7,42,29
05/15/2023,Weekday,Staten Island,SIM34,NB,8,35,23
05/15/2023,Weekday,Staten Island,SIM34,NB,9,9,1
05/15/2023,Weekday,Staten Island,SIM34,NB,14,38,1
05/15/2023,Weekday,Staten Island,SIM34,SB,14,31,2
05/15/2023,Weekday,Staten Island,SIM34,SB,15,58,13
05/15/2023,Weekday,Staten Island,SIM34,SB,16,66,15
05/15/2023,Weekday,Staten Island,SIM34,SB,17,62,20
05/15/2023,Weekday,Staten Island,SIM34,SB,18,32,19
05/15/2023,Weekday,Staten Island,SIM34,SB,19,28,3
05/15/2023,Weekday,Staten Island,SIM35,NB,5,34,9
05/15/2023,Weekday,Staten Island,SIM35,NB,6,37,22
05/15/2023,Weekday,Staten Island,SIM35,NB,7,37,20
05/15/2023,Weekday,Staten Island,SIM35,NB,8,31,19
05/15/2023,Weekday,Staten Island,SIM35,NB,9,24,3
05/15/2023,Weekday,Staten Island,SIM35,SB,15,43,9
05/15/2023,Weekday,Staten Island,SIM35,SB,16,43,6
05/15/2023,Weekday,Staten Island,SIM35,SB,17,46,12
05/15/2023,Weekday,Staten Island,SIM35,SB,18,35,8
05/15/2023,Weekday,Staten Island,SIM35,SB,19,22,3
05/15/2023,Weekday,Staten Island,SIM3C,NB,9,33,5
05/15/2023,Weekday,Staten Island,SIM3C,NB,10,36,9
05/15/2023,Weekday,Staten Island,SIM3C,NB,11,33,7
05/15/2023,Weekday,Staten Island,SIM3C,NB,12,37,8
05/15/2023,Weekday,Staten Island,SIM3C,NB,13,33,11
05/15/2023,Weekday,Staten Island,SIM3C,NB,14,39,3
05/15/2023,Weekday,Staten Island,SIM3C,NB,15,27,12
05/15/2023,Weekday,Staten Island,SIM3C,NB,16,28,6
05/15/2023,Weekday,Staten Island,SIM3C,NB,17,22,7
05/15/2023,Weekday,Staten Island,SIM3C,NB,18,15,6
05/15/2023,Weekday,Staten Island,SIM3C,NB,19,17,5
05/15/2023,Weekday,Staten Island,SIM3C,NB,20,24,5
05/15/2023,Weekday,Staten Island,SIM3C,NB,21,19,4
05/15/2023,Weekday,Staten Island,SIM3C,NB,22,12,5
05/15/2023,Weekday,Staten Island,SIM3C,SB,0,36,6
05/15/2023,Weekday,Staten Island,SIM3C,SB,1,14,3
05/15/2023,Weekday,Staten Island,SIM3C,SB,10,23,5
05/15/2023,Weekday,Staten Island,SIM3C,SB,11,24,10
05/15/2023,Weekday,Staten Island,SIM3C,SB,12,37,7
05/15/2023,Weekday,Staten Island,SIM3C,SB,13,42,12
05/15/2023,Weekday,Staten Island,SIM3C,SB,14,45,14
05/15/2023,Weekday,Staten Island,SIM3C,SB,15,45,1
05/15/2023,Weekday,Staten Island,SIM3C,SB,18,49,6
05/15/2023,Weekday,Staten Island,SIM3C,SB,19,46,12
05/15/2023,Weekday,Staten Island,SIM3C,SB,20,39,16
05/15/2023,Weekday,Staten Island,SIM3C,SB,21,35,14
05/15/2023,Weekday,Staten Island,SIM3C,SB,22,33,12
05/15/2023,Weekday,Staten Island,SIM3C,SB,23,44,14
05/15/2023,Weekday,Staten Island,SIM4,NB,5,54,19
05/15/2023,Weekday,Staten Island,SIM4,NB,6,43,36
05/15/2023,Weekday,Staten Island,SIM4,NB,7,44,46
05/15/2023,Weekday,Staten Island,SIM4,NB,8,32,24
05/15/2023,Weekday,Staten Island,SIM4,SB,7,2,1
05/15/2023,Weekday,Staten Island,SIM4,SB,15,53,9
05/15/2023,Weekday,Staten Island,SIM4,SB,16,50,33
05/15/2023,Weekday,Staten Island,SIM4,SB,17,56,24
05/15/2023,Weekday,Staten Island,SIM4,SB,18,37,11
05/15/2023,Weekday,Staten Island,SIM4,SB,19,2,1
05/15/2023,Weekday,Staten Island,SIM4,SB,20,18,1
05/15/2023,Weekday,Staten Island,SIM4C,NB,4,45,16
05/15/2023,Weekday,Staten Island,SIM4C,NB,5,42,2
05/15/2023,Weekday,Staten Island,SIM4C,NB,8,53,8
05/15/2023,Weekday,Staten Island,SIM4C,NB,9,55,19
05/15/2023,Weekday,Staten Island,SIM4C,NB,10,62,10
05/15/2023,Weekday,Staten Island,SIM4C,NB,11,61,9
05/15/2023,Weekday,Staten Island,SIM4C,NB,12,64,10
05/15/2023,Weekday,Staten Island,SIM4C,NB,13,54,9
05/15/2023,Weekday,Staten Island,SIM4C,NB,14,68,9
05/15/2023,Weekday,Staten Island,SIM4C,NB,15,55,8
05/15/2023,Weekday,Staten Island,SIM4C,NB,16,31,9
05/15/2023,Weekday,Staten Island,SIM4C,NB,17,23,8
05/15/2023,Weekday,Staten Island,SIM4C,NB,18,15,5
05/15/2023,Weekday,Staten Island,SIM4C,NB,19,26,4
05/15/2023,Weekday,Staten Island,SIM4C,SB,0,56,1
05/15/2023,Weekday,Staten Island,SIM4C,SB,10,29,5
05/15/2023,Weekday,Staten Island,SIM4C,SB,11,39,2
05/15/2023,Weekday,Staten Island,SIM4C,SB,12,68,4
05/15/2023,Weekday,Staten Island,SIM4C,SB,13,82,6
05/15/2023,Weekday,Staten Island,SIM4C,SB,14,65,10
05/15/2023,Weekday,Staten Island,SIM4C,SB,15,71,5
05/15/2023,Weekday,Staten Island,SIM4C,SB,16,72,4
05/15/2023,Weekday,Staten Island,SIM4C,SB,17,59,4
05/15/2023,Weekday,Staten Island,SIM4C,SB,18,42,12
05/15/2023,Weekday,Staten Island,SIM4C,SB,19,40,24
05/15/2023,Weekday,Staten Island,SIM4C,SB,20,45,16
05/15/2023,Weekday,Staten Island,SIM4C,SB,21,49,14
05/15/2023,Weekday,Staten Island,SIM4C,SB,22,46,13
05/15/2023,Weekday,Staten Island,SIM4C,SB,23,44,11
05/15/2023,Weekday,Staten Island,SIM4X,NB,6,36,12
05/15/2023,Weekday,Staten Island,SIM4X,NB,7,29,9
05/15/2023,Weekday,Staten Island,SIM4X,NB,8,25,3
05/15/2023,Weekday,Staten Island,SIM4X,SB,16,24,6
05/15/2023,Weekday,Staten Island,SIM4X,SB,17,33,9
05/15/2023,Weekday,Staten Island,SIM4X,SB,18,17,5
05/15/2023,Weekday,Staten Island,SIM4X,SB,19,7,1
05/15/2023,Weekday,Staten Island,SIM5,NB,4,26,5
05/15/2023,Weekday,Staten Island,SIM5,NB,5,31,19
05/15/2023,Weekday,Staten Island,SIM5,NB,6,43,21
05/15/2023,Weekday,Staten Island,SIM5,NB,7,38,34
05/15/2023,Weekday,Staten Island,SIM5,NB,8,27,17
05/15/2023,Weekday,Staten Island,SIM5,NB,9,25,5
05/15/2023,Weekday,Staten Island,SIM5,SB,14,42,3
05/15/2023,Weekday,Staten Island,SIM5,SB,15,46,8
05/15/2023,Weekday,Staten Island,SIM5,SB,16,47,14
05/15/2023,Weekday,Staten Island,SIM5,SB,17,45,12
05/15/2023,Weekday,Staten Island,SIM5,SB,18,22,10
05/15/2023,Weekday,Staten Island,SIM5,SB,19,7,5
05/15/2023,Weekday,Staten Island,SIM5,SB,20,4,1
05/15/2023,Weekday,Staten Island,SIM6,NB,4,49,6
05/15/2023,Weekday,Staten Island,SIM6,NB,5,41,36
05/15/2023,Weekday,Staten Island,SIM6,NB,6,46,53
05/15/2023,Weekday,Staten Island,SIM6,NB,7,44,38
05/15/2023,Weekday,Staten Island,SIM6,NB,8,49,11
05/15/2023,Weekday,Staten Island,SIM6,SB,13,60,1
05/15/2023,Weekday,Staten Island,SIM6,SB,14,42,17
05/15/2023,Weekday,Staten Island,SIM6,SB,15,43,15
05/15/2023,Weekday,Staten Island,SIM6,SB,16,54,24
05/15/2023,Weekday,Staten Island,SIM6,SB,17,41,25
05/15/2023,Weekday,Staten Island,SIM6,SB,18,35,21
05/15/2023,Weekday,Staten Island,SIM6,SB,19,37,9
05/15/2023,Weekday,Staten Island,SIM6,SB,20,15,2
05/15/2023,Weekday,Staten Island,SIM7,NB,5,34,21
05/15/2023,Weekday,Staten Island,SIM7,NB,6,38,19
05/15/2023,Weekday,Staten Island,SIM7,NB,7,40,17
05/15/2023,Weekday,Staten Island,SIM7,NB,8,23,14
05/15/2023,Weekday,Staten Island,SIM7,SB,14,44,10
05/15/2023,Weekday,Staten Island,SIM7,SB,15,36,12
